瘤痢,瘤痢疙,老矫,扁柯(∑C),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),惯傈樊(kW),浅氢_cos,浅氢_sin,傍扁剐档(kg/m^3),浅氢_墨抛绊府
188,己魂,2024-03-29 18:00:00,15.1,5.1,250.0,80.0,1008.7,93.002,-0.34202014332566855,-0.9396926207859084,1.2190882731642407,辑浅
188,己魂,2024-03-29 19:00:00,14.0,4.2,230.0,85.0,1009.1,61.745,-0.6427876096865395,-0.7660444431189779,1.2242435775209541,巢辑浅
188,己魂,2024-03-29 20:00:00,13.4,3.1,230.0,87.0,1010.0,41.059,-0.6427876096865395,-0.7660444431189779,1.2279011604000296,巢辑浅
188,己魂,2024-03-29 21:00:00,12.9,1.7,250.0,89.0,1011.2,42.629,-0.34202014332566855,-0.9396926207859084,1.2315089080555048,辑浅
188,己魂,2024-03-29 22:00:00,11.6,0.9,360.0,91.0,1011.8,33.257,1.0,-2.4492935982947064e-16,1.237865306295352,合浅
188,己魂,2024-03-29 23:00:00,10.4,0.8,320.0,94.0,1011.8,17.844,0.7660444431189778,-0.6427876096865396,1.2431040238674007,合辑浅
188,己魂,2024-03-30 00:00:00,10.4,1.3,320.0,95.0,1011.8,14.485,0.7660444431189778,-0.6427876096865396,1.2431040238674007,合辑浅
188,己魂,2024-03-30 01:00:00,10.3,1.4,270.0,96.0,1012.4,0.692,-1.8369701987210297e-16,-1.0,1.2442800098286322,辑浅
188,己魂,2024-03-30 02:00:00,11.1,1.4,180.0,95.0,1012.2,2.422,-1.0,1.2246467991473532e-16,1.2405329622274441,巢浅
188,己魂,2024-03-30 03:00:00,9.9,0.8,360.0,94.0,1012.6,1.011,1.0,-2.4492935982947064e-16,1.2462845541731165,合浅
188,己魂,2024-03-30 04:00:00,10.0,0.8,320.0,96.0,1012.6,0.188,0.7660444431189778,-0.6427876096865396,1.2458444042334473,合辑浅
188,己魂,2024-03-30 05:00:00,9.8,1.2,320.0,97.0,1012.8,3.283,0.7660444431189778,-0.6427876096865396,1.2469712575772234,合辑浅
188,己魂,2024-03-30 06:00:00,10.4,0.9,320.0,97.0,1012.5,21.664,0.7660444431189778,-0.6427876096865396,1.2439640483946859,合辑浅
188,己魂,2024-03-30 07:00:00,11.4,2.2,250.0,98.0,1012.3,76.485,-0.34202014332566855,-0.9396926207859084,1.2393475018433966,辑浅
188,己魂,2024-03-30 08:00:00,13.3,2.1,200.0,97.0,1012.2,103.635,-0.9396926207859084,-0.34202014332566866,1.2310053919118555,巢浅
188,己魂,2024-03-30 09:00:00,15.6,3.6,200.0,92.0,1011.9,127.835,-0.9396926207859084,-0.34202014332566866,1.220838036723771,巢浅
188,己魂,2024-03-30 10:00:00,17.1,5.9,180.0,83.0,1011.4,115.032,-1.0,1.2246467991473532e-16,1.2139286732887233,巢浅
188,己魂,2024-03-30 11:00:00,18.3,8.2,200.0,74.0,1011.4,49.162,-0.9396926207859084,-0.34202014332566866,1.2089305109694695,巢浅
188,己魂,2024-03-30 12:00:00,18.9,8.3,200.0,68.0,1011.2,18.252,-0.9396926207859084,-0.34202014332566866,1.2062082627949913,巢浅
188,己魂,2024-03-30 13:00:00,19.1,8.3,200.0,67.0,1010.3,15.863,-0.9396926207859084,-0.34202014332566866,1.204309970647701,巢浅
188,己魂,2024-03-30 14:00:00,19.4,8.7,200.0,65.0,1009.2,7.166,-0.9396926207859084,-0.34202014332566866,1.2017651014237887,巢浅
188,己魂,2024-03-30 15:00:00,19.4,6.6,230.0,66.0,1007.9,6.539,-0.6427876096865395,-0.7660444431189779,1.2002170488753832,巢辑浅
188,己魂,2024-03-30 16:00:00,18.9,6.1,230.0,68.0,1008.1,30.525,-0.6427876096865395,-0.7660444431189779,1.202510432875426,巢辑浅
188,己魂,2024-03-30 17:00:00,17.9,6.4,230.0,73.0,1008.0,59.116,-0.6427876096865395,-0.7660444431189779,1.2065223665517288,巢辑浅
188,己魂,2024-03-30 18:00:00,17.2,5.8,230.0,79.0,1009.0,50.352,-0.6427876096865395,-0.7660444431189779,1.2106309838083504,巢辑浅
188,己魂,2024-03-30 19:00:00,16.0,5.3,230.0,82.0,1009.0,39.893,-0.6427876096865395,-0.7660444431189779,1.2156552175298447,巢辑浅
188,己魂,2024-03-30 20:00:00,15.2,4.4,250.0,87.0,1009.7,34.542,-0.34202014332566855,-0.9396926207859084,1.2198736469688445,辑浅
188,己魂,2024-03-30 21:00:00,14.7,3.7,250.0,90.0,1010.3,23.119,-0.34202014332566855,-0.9396926207859084,1.2227187386548224,辑浅
188,己魂,2024-03-30 22:00:00,14.1,0.5,360.0,91.0,1011.2,17.842,1.0,-2.4492935982947064e-16,1.2263642233221135,合浅
188,己魂,2024-03-30 23:00:00,12.8,0.8,290.0,92.0,1011.1,17.189,0.342020143325669,-0.9396926207859083,1.231817751400209,辑浅
188,己魂,2024-03-31 00:00:00,12.8,0.9,20.0,94.0,1010.9,0.885,0.9396926207859084,0.3420201433256687,1.2315740924641196,合浅
188,己魂,2024-03-31 01:00:00,12.2,0.8,290.0,94.0,1010.4,13.007,0.342020143325669,-0.9396926207859083,1.2335532716249449,辑浅
188,己魂,2024-03-31 02:00:00,11.5,0.5,320.0,94.0,1010.4,35.057,0.7660444431189778,-0.6427876096865396,1.2365867769477534,合辑浅
188,己魂,2024-03-31 03:00:00,10.7,0.6,290.0,96.0,1010.3,43.926,0.342020143325669,-0.9396926207859083,1.2399492299517023,辑浅
188,己魂,2024-03-31 04:00:00,9.7,0.6,290.0,96.0,1009.8,40.444,0.342020143325669,-0.9396926207859083,1.2437171760291805,辑浅
188,己魂,2024-03-31 05:00:00,9.0,0.2,0.0,95.0,1009.9,38.702,1.0,0.0,1.2469262462386712,合浅
188,己魂,2024-03-31 06:00:00,8.5,0.5,340.0,96.0,1010.5,20.383,0.9396926207859084,-0.3420201433256686,1.249881992524642,合浅
188,己魂,2024-03-31 07:00:00,9.8,1.7,290.0,89.0,1010.9,9.54,0.342020143325669,-0.9396926207859083,1.244631955257519,辑浅
188,己魂,2024-03-31 08:00:00,12.2,2.7,20.0,75.0,1011.0,12.64,0.9396926207859084,0.3420201433256687,1.2342857854441995,合浅
188,己魂,2024-03-31 09:00:00,13.6,3.9,90.0,77.0,1010.6,13.546,6.123233995736766e-17,1.0,1.227773671598789,悼浅
188,己魂,2024-03-31 10:00:00,15.1,3.2,50.0,68.0,1010.2,9.02,0.6427876096865394,0.766044443118978,1.2209011336874354,合悼浅
188,己魂,2024-03-31 11:00:00,15.9,3.5,50.0,58.0,1009.7,6.395,0.6427876096865394,0.766044443118978,1.216919446820503,合悼浅
188,己魂,2024-03-31 12:00:00,15.2,2.7,50.0,65.0,1008.9,5.926,0.6427876096865394,0.766044443118978,1.2189071233305608,合悼浅
188,己魂,2024-03-31 13:00:00,15.2,1.9,70.0,70.0,1008.6,5.91,0.3420201433256688,0.9396926207859083,1.2185446769662045,悼浅
188,己魂,2024-03-31 14:00:00,15.3,1.6,70.0,75.0,1007.5,7.752,0.3420201433256688,0.9396926207859083,1.2167937219724172,悼浅
188,己魂,2024-03-31 15:00:00,15.7,2.1,50.0,76.0,1006.9,3.666,0.6427876096865394,0.766044443118978,1.2143850658979383,合悼浅
188,己魂,2024-03-31 16:00:00,15.8,1.1,90.0,80.0,1006.7,2.586,6.123233995736766e-17,1.0,1.2137236615741291,悼浅
188,己魂,2024-03-31 17:00:00,15.7,2.0,50.0,80.0,1005.9,3.803,0.6427876096865394,0.766044443118978,1.2131790026683247,合悼浅
188,己魂,2024-03-31 18:00:00,15.8,2.6,50.0,80.0,1006.4,28.054,0.6427876096865394,0.766044443118978,1.2133619678237841,合悼浅
188,己魂,2024-03-31 19:00:00,15.3,2.2,20.0,83.0,1006.4,27.61,0.9396926207859084,0.3420201433256687,1.2154652126978072,合浅
188,己魂,2024-03-31 20:00:00,15.1,2.6,50.0,91.0,1007.1,10.494,0.6427876096865394,0.766044443118978,1.2171545552728331,合悼浅
188,己魂,2024-03-31 21:00:00,15.1,2.5,50.0,92.0,1008.4,10.247,0.6427876096865394,0.766044443118978,1.2187257010596018,合悼浅
188,己魂,2024-03-31 22:00:00,14.7,1.6,20.0,91.0,1009.3,25.312,0.9396926207859084,0.3420201433256687,1.221508485523421,合浅
188,己魂,2024-03-31 23:00:00,12.9,1.7,270.0,93.0,1009.1,5.245,-1.8369701987210297e-16,-1.0,1.2289513836222408,辑浅
188,己魂,2024-04-01 00:00:00,11.6,2.8,290.0,93.0,1009.4,87.973,0.342020143325669,-0.9396926207859083,1.2349290770651593,辑浅
188,己魂,2024-04-01 01:00:00,10.8,2.3,320.0,90.0,1009.9,1.977,0.7660444431189778,-0.6427876096865396,1.2390218009376337,合辑浅
188,己魂,2024-04-01 02:00:00,10.5,2.5,230.0,93.0,1010.5,12.989,-0.6427876096865395,-0.7660444431189779,1.2410691457590883,巢辑浅
188,己魂,2024-04-01 03:00:00,9.3,1.9,250.0,94.0,1010.5,37.071,-0.34202014332566855,-0.9396926207859084,1.2463418771271566,辑浅
188,己魂,2024-04-01 04:00:00,9.5,0.9,140.0,88.0,1010.5,36.477,-0.7660444431189779,0.6427876096865395,1.2454599794606949,巢悼浅
188,己魂,2024-04-01 05:00:00,8.3,0.9,360.0,87.0,1010.9,24.219,1.0,-2.4492935982947064e-16,1.2512652753246223,合浅
188,己魂,2024-04-01 06:00:00,8.5,1.5,290.0,78.0,1011.5,14.385,0.342020143325669,-0.9396926207859083,1.2511188871238748,辑浅
188,己魂,2024-04-01 07:00:00,10.6,2.6,250.0,95.0,1012.3,8.248,-0.34202014332566855,-0.9396926207859084,1.2428416974433072,辑浅
188,己魂,2024-04-01 08:00:00,14.2,0.9,200.0,92.0,1012.9,2.343,-0.9396926207859084,-0.34202014332566866,1.227998449514052,巢浅
188,己魂,2024-04-01 09:00:00,16.9,0.6,320.0,62.0,1013.7,1.277,0.7660444431189778,-0.6427876096865396,1.2175281901705288,合辑浅
188,己魂,2024-04-01 10:00:00,17.8,2.3,160.0,74.0,1014.2,2.256,-0.9396926207859083,0.3420201433256689,1.2143606710462238,巢浅
188,己魂,2024-04-01 11:00:00,17.9,3.0,140.0,67.0,1014.6,3.811,-0.7660444431189779,0.6427876096865395,1.2144222153803415,巢悼浅
188,己魂,2024-04-01 12:00:00,21.0,3.5,90.0,38.0,1014.0,2.276,6.123233995736766e-17,1.0,1.2009130136601192,悼浅
188,己魂,2024-04-01 13:00:00,19.1,3.1,140.0,49.0,1013.9,2.58,-0.7660444431189779,0.6427876096865395,1.208601285993966,巢悼浅
188,己魂,2024-04-01 14:00:00,19.3,2.8,160.0,61.0,1013.7,2.333,-0.9396926207859083,0.3420201433256689,1.2075365072968434,巢浅
188,己魂,2024-04-01 15:00:00,19.6,3.6,160.0,55.0,1013.5,7.046,-0.9396926207859083,0.3420201433256689,1.2060610667333462,巢浅
188,己魂,2024-04-01 16:00:00,19.4,2.7,160.0,56.0,1013.0,1.548,-0.9396926207859083,0.3420201433256689,1.2062901781037434,巢浅
188,己魂,2024-04-01 17:00:00,18.9,2.6,160.0,60.0,1013.1,0.256,-0.9396926207859083,0.3420201433256689,1.2084746746811765,巢浅
188,己魂,2024-04-01 18:00:00,17.9,1.9,70.0,58.0,1013.0,1.102,0.3420201433256688,0.9396926207859083,1.212507100512799,悼浅
188,己魂,2024-04-01 19:00:00,15.7,0.0,0.0,70.0,1012.8,0.89,1.0,0.0,1.2215008389526585,合浅
188,己魂,2024-04-01 20:00:00,13.5,1.9,250.0,80.0,1013.5,22.197,-0.34202014332566855,-0.9396926207859084,1.2317264164876578,辑浅
188,己魂,2024-04-01 21:00:00,12.6,1.8,230.0,88.0,1013.5,32.85,-0.6427876096865395,-0.7660444431189779,1.2356058697679337,巢辑浅
188,己魂,2024-04-01 22:00:00,12.7,2.1,250.0,85.0,1013.3,42.597,-0.34202014332566855,-0.9396926207859084,1.234929868859235,辑浅
188,己魂,2024-04-01 23:00:00,12.8,2.7,250.0,82.0,1013.6,65.456,-0.34202014332566855,-0.9396926207859084,1.2348634881013272,辑浅
188,己魂,2024-04-02 00:00:00,12.8,3.0,250.0,85.0,1013.5,112.74,-0.34202014332566855,-0.9396926207859084,1.2347416586332824,辑浅
188,己魂,2024-04-02 01:00:00,13.2,3.2,230.0,90.0,1013.2,113.021,-0.6427876096865395,-0.7660444431189779,1.2326518801362842,巢辑浅
188,己魂,2024-04-02 02:00:00,13.2,3.0,270.0,92.0,1012.6,143.437,-1.8369701987210297e-16,-1.0,1.2319219244236097,辑浅
188,己魂,2024-04-02 03:00:00,14.4,2.4,250.0,92.0,1011.9,126.643,-0.34202014332566855,-0.9396926207859084,1.22593282247953,辑浅
188,己魂,2024-04-02 04:00:00,14.4,1.8,230.0,90.0,1012.3,100.35,-0.6427876096865395,-0.7660444431189779,1.226417428793387,巢辑浅
188,己魂,2024-04-02 05:00:00,14.2,1.6,200.0,92.0,1012.4,76.507,-0.9396926207859084,-0.34202014332566866,1.227392270004962,巢浅
188,己魂,2024-04-02 06:00:00,13.9,2.2,230.0,94.0,1012.6,71.795,-0.6427876096865395,-0.7660444431189779,1.2289177601766266,巢辑浅
188,己魂,2024-04-02 07:00:00,14.3,1.5,200.0,93.0,1012.5,78.561,-0.9396926207859084,-0.34202014332566866,1.2270864704202928,巢浅
188,己魂,2024-04-02 08:00:00,14.8,1.5,200.0,93.0,1012.7,76.903,-0.9396926207859084,-0.34202014332566866,1.2251977086129118,巢浅
188,己魂,2024-04-02 09:00:00,16.2,1.7,200.0,89.0,1012.5,47.655,-0.9396926207859084,-0.34202014332566866,1.2190288782523353,巢浅
188,己魂,2024-04-02 10:00:00,16.5,2.0,140.0,88.0,1012.9,24.491,-0.7660444431189779,0.6427876096865395,1.2182473829375549,巢悼浅
188,己魂,2024-04-02 11:00:00,16.7,0.9,200.0,87.0,1013.3,37.1,-0.9396926207859084,-0.34202014332566866,1.217887538428195,巢浅
188,己魂,2024-04-02 12:00:00,17.2,0.8,180.0,89.0,1012.7,34.664,-1.0,1.2246467991473532e-16,1.2150703640264784,巢浅
188,己魂,2024-04-02 13:00:00,17.1,2.0,160.0,93.0,1012.0,52.155,-0.9396926207859083,0.3420201433256689,1.2146488208109432,巢浅
188,己魂,2024-04-02 14:00:00,16.8,2.2,160.0,94.0,1011.0,75.801,-0.9396926207859083,0.3420201433256689,1.2147040830367384,巢浅
188,己魂,2024-04-02 15:00:00,16.9,2.3,180.0,95.0,1010.3,101.077,-1.0,1.2246467991473532e-16,1.213444540326808,巢浅
188,己魂,2024-04-02 16:00:00,16.5,2.9,140.0,96.0,1009.7,93.769,-0.7660444431189779,0.6427876096865395,1.214398640094826,巢悼浅
188,己魂,2024-04-02 17:00:00,16.6,3.7,110.0,97.0,1008.4,130.589,-0.3420201433256687,0.9396926207859084,1.2124165084743062,悼浅
188,己魂,2024-04-02 18:00:00,16.6,5.8,110.0,97.0,1007.8,158.754,-0.3420201433256687,0.9396926207859084,1.2116951182471298,悼浅
188,己魂,2024-04-02 19:00:00,16.2,7.9,110.0,97.0,1006.7,170.959,-0.3420201433256687,0.9396926207859084,1.2120457992460503,悼浅
188,己魂,2024-04-02 20:00:00,16.4,5.4,110.0,98.0,1006.8,202.804,-0.3420201433256687,0.9396926207859084,1.2113289212510174,悼浅
188,己魂,2024-04-02 21:00:00,16.3,3.8,110.0,98.0,1006.0,178.723,-0.3420201433256687,0.9396926207859084,1.2107845640253339,悼浅
188,己魂,2024-04-02 22:00:00,16.2,9.2,110.0,98.0,1005.0,184.271,-0.3420201433256687,0.9396926207859084,1.2099990347097254,悼浅
188,己魂,2024-04-02 23:00:00,15.9,9.0,110.0,98.0,1003.7,145.56,-0.3420201433256687,0.9396926207859084,1.2096880744515586,悼浅
188,己魂,2024-04-03 00:00:00,16.7,2.5,160.0,98.0,1003.3,43.831,-0.9396926207859083,0.3420201433256689,1.205868516041654,巢浅
188,己魂,2024-04-03 01:00:00,17.1,1.6,200.0,99.0,1002.9,100.321,-0.9396926207859084,-0.34202014332566866,1.2037265833906077,巢浅
188,己魂,2024-04-03 02:00:00,17.9,5.1,230.0,98.0,1002.0,127.755,-0.6427876096865395,-0.7660444431189779,1.1993406857984448,巢辑浅
188,己魂,2024-04-03 03:00:00,17.6,1.2,250.0,98.0,1001.4,30.832,-0.34202014332566855,-0.9396926207859084,1.1998592735453586,辑浅
188,己魂,2024-04-03 04:00:00,17.2,3.8,230.0,98.0,1002.7,54.816,-0.6427876096865395,-0.7660444431189779,1.2030720391126195,巢辑浅
188,己魂,2024-04-03 05:00:00,16.6,3.8,270.0,97.0,1001.3,82.131,-1.8369701987210297e-16,-1.0,1.20388005745272,辑浅
188,己魂,2024-04-03 06:00:00,16.9,1.4,20.0,96.0,1001.4,16.822,0.9396926207859084,0.3420201433256687,1.202754986324127,合浅
188,己魂,2024-04-03 07:00:00,16.5,2.2,200.0,96.0,1001.3,18.709,-0.9396926207859084,-0.34202014332566866,1.2042956901326622,巢浅
188,己魂,2024-04-03 08:00:00,16.5,4.4,230.0,97.0,1002.5,49.097,-0.6427876096865395,-0.7660444431189779,1.2057389686986857,巢辑浅
188,己魂,2024-04-03 09:00:00,16.3,4.2,230.0,97.0,1002.7,58.603,-0.6427876096865395,-0.7660444431189779,1.2068128055151117,巢辑浅
188,己魂,2024-04-03 10:00:00,16.6,4.7,230.0,97.0,1001.9,46.716,-0.6427876096865395,-0.7660444431189779,1.2046014476798963,巢辑浅
188,己魂,2024-04-03 11:00:00,17.0,3.0,250.0,97.0,1001.5,32.514,-0.34202014332566855,-0.9396926207859084,1.2024605235902135,辑浅
188,己魂,2024-04-03 12:00:00,16.9,2.4,200.0,97.0,1000.3,26.24,-0.9396926207859084,-0.34202014332566866,1.201433805492335,巢浅
188,己魂,2024-04-03 13:00:00,16.8,2.8,230.0,97.0,1001.0,21.133,-0.6427876096865395,-0.7660444431189779,1.2026892058553662,巢辑浅
188,己魂,2024-04-03 14:00:00,16.5,4.1,230.0,97.0,1000.1,25.635,-0.6427876096865395,-0.7660444431189779,1.2028524115666388,巢辑浅
188,己魂,2024-04-03 15:00:00,17.2,3.1,250.0,96.0,999.9,26.151,-0.34202014332566855,-0.9396926207859084,1.199712508136739,辑浅
188,己魂,2024-04-03 16:00:00,17.2,1.4,90.0,95.0,999.8,14.141,6.123233995736766e-17,1.0,1.1995925248876005,悼浅
188,己魂,2024-04-03 17:00:00,16.4,2.5,140.0,95.0,1000.5,15.812,-0.7660444431189779,0.6427876096865395,1.2037490918868126,巢悼浅
188,己魂,2024-04-03 18:00:00,16.2,1.0,70.0,96.0,1001.6,24.031,0.3420201433256688,0.9396926207859083,1.2059055056370755,悼浅
188,己魂,2024-04-03 19:00:00,15.8,2.1,90.0,96.0,1002.6,16.726,6.123233995736766e-17,1.0,1.2087805136527485,悼浅
188,己魂,2024-04-03 20:00:00,14.8,3.1,90.0,95.0,1004.1,39.164,6.123233995736766e-17,1.0,1.2147931462607138,悼浅
188,己魂,2024-04-03 21:00:00,14.7,1.8,140.0,95.0,1005.1,65.623,-0.7660444431189779,0.6427876096865395,1.2164254223715352,巢悼浅
188,己魂,2024-04-03 22:00:00,14.2,4.6,20.0,96.0,1005.7,80.722,0.9396926207859084,0.3420201433256687,1.2192694645831592,合浅
188,己魂,2024-04-03 23:00:00,14.4,2.6,20.0,96.0,1006.8,71.107,0.9396926207859084,0.3420201433256687,1.2197540919778544,合浅
188,己魂,2024-04-04 00:00:00,14.0,2.2,50.0,96.0,1007.6,14.581,0.6427876096865394,0.766044443118978,1.2224237723814422,合悼浅
188,己魂,2024-04-04 01:00:00,13.8,2.4,50.0,97.0,1008.2,26.132,0.6427876096865394,0.766044443118978,1.2240042134784996,合悼浅
188,己魂,2024-04-04 02:00:00,13.8,2.2,20.0,96.0,1008.5,19.911,0.9396926207859084,0.3420201433256687,1.2243684281819747,合浅
188,己魂,2024-04-04 03:00:00,13.6,1.9,20.0,96.0,1008.8,10.341,0.9396926207859084,0.3420201433256687,1.2255868592013244,合浅
188,己魂,2024-04-04 04:00:00,13.7,0.8,20.0,97.0,1008.9,8.379,0.9396926207859084,0.3420201433256687,1.2252810493720314,合浅
188,己魂,2024-04-04 05:00:00,13.8,0.4,0.0,97.0,1009.6,21.419,1.0,0.0,1.2257038820947166,合浅
188,己魂,2024-04-04 06:00:00,13.7,0.6,20.0,97.0,1010.4,19.526,0.9396926207859084,0.3420201433256687,1.2271027577416003,合浅
188,己魂,2024-04-04 07:00:00,13.7,0.1,0.0,98.0,1011.0,3.255,1.0,0.0,1.2278314410894278,合浅
188,己魂,2024-04-04 08:00:00,14.0,1.5,50.0,98.0,1011.6,0.233,0.6427876096865394,0.766044443118978,1.2272765860868071,合悼浅
188,己魂,2024-04-04 09:00:00,14.1,1.5,50.0,97.0,1012.4,0.219,0.6427876096865394,0.766044443118978,1.2278195606124482,合悼浅
188,己魂,2024-04-04 10:00:00,14.7,1.9,70.0,96.0,1012.8,1.513,0.3420201433256688,0.9396926207859083,1.2257443714833258,悼浅
188,己魂,2024-04-04 11:00:00,15.2,2.5,70.0,89.0,1013.2,7.022,0.3420201433256688,0.9396926207859083,1.2241021878863358,悼浅
188,己魂,2024-04-04 12:00:00,15.7,2.5,70.0,85.0,1013.6,8.722,0.3420201433256688,0.9396926207859083,1.2224656895363495,悼浅
188,己魂,2024-04-04 13:00:00,15.5,3.2,70.0,85.0,1013.4,13.057,0.3420201433256688,0.9396926207859083,1.2230713325820186,悼浅
188,己魂,2024-04-04 14:00:00,15.5,3.0,90.0,84.0,1013.5,11.747,6.123233995736766e-17,1.0,1.2231920224707677,悼浅
188,己魂,2024-04-04 15:00:00,15.6,3.5,90.0,83.0,1013.0,16.513,6.123233995736766e-17,1.0,1.2221651657290047,悼浅
188,己魂,2024-04-04 16:00:00,15.2,3.4,70.0,85.0,1012.9,18.856,0.3420201433256688,0.9396926207859083,1.2237397415219795,悼浅
188,己魂,2024-04-04 17:00:00,15.1,3.3,90.0,82.0,1013.0,22.961,6.123233995736766e-17,1.0,1.2242851399973984,悼浅
188,己魂,2024-04-04 18:00:00,15.0,3.1,90.0,84.0,1014.1,14.836,6.123233995736766e-17,1.0,1.2260399101319155,悼浅
188,己魂,2024-04-04 19:00:00,14.8,3.0,90.0,84.0,1014.6,10.397,6.123233995736766e-17,1.0,1.2274963909930485,悼浅
188,己魂,2024-04-04 20:00:00,14.9,3.0,90.0,83.0,1014.8,12.982,6.123233995736766e-17,1.0,1.2273121335157895,悼浅
188,己魂,2024-04-04 21:00:00,14.9,2.5,90.0,83.0,1015.8,9.746,6.123233995736766e-17,1.0,1.2285215463395143,悼浅
188,己魂,2024-04-04 22:00:00,14.8,2.6,70.0,81.0,1016.0,12.347,0.3420201433256688,0.9396926207859083,1.22919015695736,悼浅
188,己魂,2024-04-04 23:00:00,14.6,3.3,70.0,80.0,1016.0,13.944,0.3420201433256688,0.9396926207859083,1.2300445028527256,悼浅
188,己魂,2024-04-05 00:00:00,14.4,3.0,70.0,78.0,1016.1,20.542,0.3420201433256688,0.9396926207859083,1.2310211887750278,悼浅
188,己魂,2024-04-05 01:00:00,14.2,3.6,90.0,78.0,1015.7,16.372,6.123233995736766e-17,1.0,1.2313930547649545,悼浅
188,己魂,2024-04-05 02:00:00,13.6,1.8,50.0,77.0,1016.2,14.008,0.6427876096865394,0.766044443118978,1.234577087946457,合悼浅
188,己魂,2024-04-05 03:00:00,13.5,2.5,50.0,75.0,1015.8,20.327,0.6427876096865394,0.766044443118978,1.2345216515719415,合悼浅
188,己魂,2024-04-05 04:00:00,13.9,3.1,70.0,76.0,1015.8,23.853,0.3420201433256688,0.9396926207859083,1.2328013636059818,悼浅
188,己魂,2024-04-05 05:00:00,13.9,2.8,70.0,76.0,1016.0,18.128,0.3420201433256688,0.9396926207859083,1.2330440888203165,悼浅
188,己魂,2024-04-05 06:00:00,13.6,2.3,50.0,79.0,1016.0,29.269,0.6427876096865394,0.766044443118978,1.2343341087911832,合悼浅
188,己魂,2024-04-05 07:00:00,13.7,3.0,70.0,78.0,1016.3,35.494,0.3420201433256688,0.9396926207859083,1.2342681439952379,悼浅
188,己魂,2024-04-05 08:00:00,14.2,3.5,50.0,75.0,1016.8,33.938,0.6427876096865394,0.766044443118978,1.232726649684952,合悼浅
188,己魂,2024-04-05 09:00:00,15.4,4.2,70.0,73.0,1017.1,30.346,0.3420201433256688,0.9396926207859083,1.2279622741158658,悼浅
188,己魂,2024-04-05 10:00:00,15.8,4.7,50.0,71.0,1017.5,38.752,0.6427876096865394,0.766044443118978,1.2267446365865464,合悼浅
188,己魂,2024-04-05 11:00:00,16.1,4.0,50.0,71.0,1017.7,44.141,0.6427876096865394,0.766044443118978,1.225713178960959,合悼浅
188,己魂,2024-04-05 12:00:00,16.3,4.1,50.0,68.0,1017.3,42.201,0.6427876096865394,0.766044443118978,1.224384828014883,合悼浅
188,己魂,2024-04-05 13:00:00,16.5,4.9,50.0,67.0,1016.7,47.856,0.6427876096865394,0.766044443118978,1.2228177650632954,合悼浅
188,己魂,2024-04-05 14:00:00,16.3,4.5,70.0,65.0,1016.3,43.232,0.3420201433256688,0.9396926207859083,1.2231812648299671,悼浅
188,己魂,2024-04-05 15:00:00,16.5,4.7,50.0,63.0,1015.9,38.061,0.6427876096865394,0.766044443118978,1.2218555793526131,合悼浅
188,己魂,2024-04-05 16:00:00,16.3,3.9,50.0,65.0,1015.6,33.439,0.6427876096865394,0.766044443118978,1.222338770600526,合悼浅
188,己魂,2024-04-05 17:00:00,15.9,4.0,50.0,65.0,1016.0,34.175,0.6427876096865394,0.766044443118978,1.2245123878078943,合悼浅
188,己魂,2024-04-05 18:00:00,15.2,3.2,50.0,67.0,1016.5,33.049,0.6427876096865394,0.766044443118978,1.2280890978942562,合悼浅
188,己魂,2024-04-05 19:00:00,13.8,2.2,50.0,75.0,1016.8,24.574,0.6427876096865394,0.766044443118978,1.234445034978118,合悼浅
188,己魂,2024-04-05 20:00:00,12.2,2.0,320.0,83.0,1016.9,33.802,0.7660444431189778,-0.6427876096865396,1.2414888380002043,合辑浅
188,己魂,2024-04-05 21:00:00,11.5,0.9,140.0,85.0,1017.8,13.734,-0.7660444431189779,0.6427876096865395,1.2456433309356922,巢悼浅
188,己魂,2024-04-05 22:00:00,11.3,1.0,180.0,84.0,1017.8,6.092,-1.0,1.2246467991473532e-16,1.2465191567967826,巢浅
188,己魂,2024-04-05 23:00:00,11.6,1.0,50.0,84.0,1017.8,8.608,0.6427876096865394,0.766044443118978,1.2452058793708334,合悼浅
188,己魂,2024-04-06 00:00:00,11.5,2.3,90.0,85.0,1017.4,0.165,6.123233995736766e-17,1.0,1.2451537874768848,悼浅
188,己魂,2024-04-06 01:00:00,11.4,1.2,230.0,87.0,1017.9,16.375,-0.6427876096865395,-0.7660444431189779,1.2462035188446046,巢辑浅
188,己魂,2024-04-06 02:00:00,11.3,1.5,180.0,88.0,1017.5,14.15,-1.0,1.2246467991473532e-16,1.2461517410500356,巢浅
188,己魂,2024-04-06 03:00:00,11.3,2.4,140.0,88.0,1017.0,35.912,-0.7660444431189779,0.6427876096865395,1.245539381472124,巢悼浅
188,己魂,2024-04-06 04:00:00,10.7,1.7,90.0,89.0,1016.8,26.561,6.123233995736766e-17,1.0,1.2479267316786014,悼浅
188,己魂,2024-04-06 05:00:00,11.1,2.3,340.0,88.0,1016.9,28.126,0.9396926207859084,-0.3420201433256686,1.2462931923425093,合浅
188,己魂,2024-04-06 06:00:00,10.8,3.0,90.0,88.0,1017.0,34.356,6.123233995736766e-17,1.0,1.2477326186291449,悼浅
188,己魂,2024-04-06 07:00:00,11.2,2.1,70.0,88.0,1017.3,35.24,0.3420201433256688,0.9396926207859083,1.246344956809945,悼浅
